City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
349,Shingu,JP,33.7333,135.9833,86.56,56,77,0.76,broken clouds
350,Roebourne,AU,-20.7833,117.1333,68.88,48,4,5.37,clear sky
351,Santa Ana,US,33.7456,-117.8678,100.42,46,40,14.97,scattered clouds
352,Wukari,NG,7.85,9.7833,72.45,92,100,2.46,overcast clouds
353,Beloha,MG,-25.1667,45.05,61.0,67,0,7.09,clear sky
354,Marawi,PH,7.9986,124.2928,74.64,85,64,0.18,broken clouds
355,Saint-Joseph,RE,-21.3667,55.6167,66.58,75,19,14.83,few clouds
356,Maloy,NO,61.9353,5.1136,55.13,92,100,6.31,overcast clouds
357,Leszno,PL,51.8403,16.5749,75.61,54,68,8.63,broken clouds
358,Launceston,AU,-41.45,147.1667,48.79,84,100,6.91,overcast clouds
359,Otofuke,JP,42.9917,143.2003,63.55,86,86,3.51,overcast clouds
360,Tateyama,JP,34.9833,139.8667,80.53,76,62,7.78,broken clouds
361,Juneau,US,58.3019,-134.4197,53.22,95,100,13.8,light rain
362,Minab,IR,27.1467,57.0801,89.92,70,72,0.0,broken clouds
363,Iqaluit,CA,63.7506,-68.5145,49.73,81,75,2.3,broken clouds
364,Shaowu,CN,27.3409,117.4831,86.4,70,87,1.81,overcast clouds
365,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,73.06,97,85,1.74,overcast clouds
366,Kushima,JP,31.4583,131.2333,85.33,80,100,9.86,overcast clouds
367,Watsa,CD,3.0372,29.5355,62.08,98,71,0.69,broken clouds
368,Cheremukhovo,RU,60.3484,59.9851,56.64,98,100,5.75,light rain
369,Iwaki,JP,37.05,140.8833,80.02,76,92,1.01,light rain
370,Pokosnoye,RU,55.5258,101.0536,61.5,68,44,3.33,scattered clouds
371,Plettenberg Bay,ZA,-34.0527,23.3716,52.11,87,19,6.24,few clouds
372,Sioux Lookout,CA,50.1001,-91.917,80.67,44,40,8.05,scattered clouds
373,Sungaipenuh,ID,-2.0833,101.3833,63.79,93,92,2.24,overcast clouds
374,Guatire,VE,10.4762,-66.5427,72.19,98,53,2.3,broken clouds
375,Guerrero Negro,MX,27.9769,-114.0611,79.9,48,12,16.62,few clouds
376,Gra Liyia,GR,35.0167,25.6833,77.13,50,0,14.0,clear sky
377,Marsh Harbour,BS,26.5412,-77.0636,82.78,73,4,12.66,clear sky
378,Coruripe,BR,-10.1256,-36.1756,73.81,87,76,12.39,broken clouds
379,Namibe,AO,-15.1961,12.1522,61.81,82,1,7.16,clear sky
380,Pitea,SE,65.3172,21.4794,60.89,84,63,5.61,broken clouds
381,Kutoarjo,ID,-7.7169,109.9128,75.27,88,88,4.34,overcast clouds
382,East London,ZA,-33.0153,27.9116,61.66,83,97,5.77,overcast clouds
383,Muyezerskiy,RU,63.9333,31.65,57.54,96,97,5.14,overcast clouds
384,Makakilo City,US,21.3469,-158.0858,82.0,65,100,12.66,light rain
385,Tchibanga,GA,-2.85,11.0333,65.28,98,69,1.9,broken clouds
386,Mahebourg,MU,-20.4081,57.7,69.26,77,40,13.8,scattered clouds
387,La Reforma,MX,25.0833,-108.05,88.63,64,36,14.9,scattered clouds
388,Port-Gentil,GA,-0.7193,8.7815,75.16,88,40,8.05,scattered clouds
389,Iberia,US,29.9502,-91.7507,93.2,55,75,13.8,broken clouds
390,Yenagoa,NG,4.9247,6.2642,72.7,85,99,4.43,overcast clouds
391,Biloela,AU,-24.4167,150.5,56.97,90,100,14.61,light rain
392,Yamada,JP,39.4667,141.95,77.11,75,83,2.95,broken clouds
393,Sabzevar,IR,36.2126,57.6819,78.08,21,0,11.5,clear sky
394,Ust-Ordynskiy,RU,52.805,104.7508,61.36,67,58,3.44,broken clouds
395,San Pedro,PH,14.35,121.0167,78.03,92,100,6.91,light rain
396,Thunder Bay,CA,48.4001,-89.3168,75.18,73,75,11.5,broken clouds
397,Winnemucca,US,40.973,-117.7357,98.65,9,0,10.36,clear sky
398,Kaeng Khoi,TH,14.5862,100.9976,78.12,92,100,3.67,overcast clouds
399,Kiunga,PG,-6.1219,141.2906,73.29,100,100,1.77,overcast clouds
400,Pandamatenga,BW,-18.5278,25.627,60.24,63,52,4.81,broken clouds
401,Soe,ID,-9.8607,124.284,68.18,83,99,4.97,overcast clouds
402,Severnyy,RU,50.677,36.5532,53.64,94,40,11.18,scattered clouds
403,Ternate,ID,0.8,127.4,81.61,76,95,1.23,overcast clouds
404,Noumea,NC,-22.2763,166.4572,78.78,99,98,11.23,overcast clouds
405,Tiarei,PF,-17.5333,-149.3333,84.22,73,6,11.43,clear sky
406,Spasskoye,RU,44.6108,132.7969,69.62,89,47,7.4,scattered clouds
407,Evensk,RU,61.95,159.2333,66.47,39,13,3.8,few clouds
408,Lorengau,PG,-2.0226,147.2712,83.17,71,97,4.43,overcast clouds
409,San Juan De Los Morros,VE,9.9115,-67.3538,71.38,95,59,1.14,broken clouds
410,Bitam,GA,2.076,11.5007,67.42,98,100,3.67,overcast clouds
411,Hithadhoo,MV,-0.6,73.0833,80.42,76,100,7.05,overcast clouds
412,Bolotnoye,RU,55.6717,84.3981,58.19,89,100,6.4,overcast clouds
413,Thinadhoo,MV,0.5333,72.9333,80.01,76,100,4.63,overcast clouds
414,Ewo,CG,-0.8725,14.8206,77.68,69,82,2.73,light rain
415,Campbell River,CA,50.0163,-125.2446,80.98,41,20,5.75,few clouds
416,Pokhara,NP,28.2333,83.9833,71.58,92,100,1.25,light rain
417,Kamiiso,JP,41.8167,140.65,71.98,94,40,3.44,scattered clouds
418,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,61.39,72,40,8.95,scattered clouds
419,Turayf,SA,31.6725,38.6637,80.85,41,0,9.22,clear sky
420,Maglie,IT,40.1184,18.2989,72.48,100,0,2.3,clear sky
421,Moindou,NC,-21.6924,165.677,78.87,73,100,3.06,overcast clouds
422,Komsomolskiy,UZ,40.4272,71.7189,77.72,33,0,4.61,clear sky
423,Vredendal,ZA,-31.6683,18.5012,46.54,84,0,4.74,clear sky
424,Praia Da Vitoria,PT,38.7333,-27.0667,70.75,94,20,1.7,few clouds
425,Killybegs,IE,54.6333,-8.45,54.39,86,100,5.75,overcast clouds
426,Changli,CN,39.7042,119.1506,75.52,73,9,7.11,clear sky
427,Coihaique,CL,-45.5752,-72.0662,31.95,86,75,4.61,light snow
428,Haines Junction,CA,60.7522,-137.5108,55.35,54,100,9.22,overcast clouds
429,Gambo,CF,4.6482,22.2633,67.86,99,98,1.45,light rain
430,Kidal,ML,18.4411,1.4078,80.73,62,68,13.51,moderate rain
431,Kapatalan,PH,14.4741,121.4903,74.43,88,100,3.74,light rain
432,Touros,BR,-5.1989,-35.4608,74.05,87,87,9.66,overcast clouds
433,Sabha,LY,27.0377,14.4283,81.0,25,0,9.44,clear sky
434,Hovd,MN,48.0056,91.6419,57.25,52,16,1.28,few clouds
435,Valmiera,LV,57.5411,25.4275,57.42,97,10,4.47,clear sky
436,San Rafael,AR,-34.6177,-68.3301,57.52,20,0,7.67,clear sky
437,Tomatlan,MX,19.9333,-105.25,92.1,58,96,8.77,overcast clouds
438,Paamiut,GL,61.994,-49.6678,49.15,85,98,13.65,overcast clouds
439,Quesnel,CA,52.9999,-122.5029,79.3,38,7,4.61,clear sky
440,Liverpool,GB,53.4106,-2.9779,62.62,80,75,13.8,broken clouds
441,Mayumba,GA,-3.432,10.6554,69.62,95,86,6.38,overcast clouds
442,Kulhudhuffushi,MV,6.6221,73.07,80.58,75,97,21.09,overcast clouds
443,Ingham,US,42.6,-84.3833,82.58,59,75,13.8,broken clouds
444,Bisert,RU,56.8617,59.0523,49.41,98,6,4.12,clear sky
445,Strelka,RU,58.0728,93.0344,56.21,96,20,4.36,few clouds
446,Bang Saphan,TH,11.2126,99.5117,74.25,91,100,9.82,light rain
447,Sisimiut,GL,66.9395,-53.6735,49.5,89,100,9.62,light rain
448,Ajdabiya,LY,30.7554,20.2263,73.85,56,0,9.17,clear sky
449,Poum,NC,-20.2333,164.0167,77.67,82,96,16.31,overcast clouds
450,Walvis Bay,NA,-22.9575,14.5053,52.09,81,0,6.91,clear sky
451,Shahr-E Babak,IR,30.1165,55.1186,74.95,15,0,2.42,clear sky
452,Keti Bandar,PK,24.1447,67.4497,82.4,85,83,18.86,broken clouds
453,Najran,SA,17.4924,44.1277,86.65,54,100,8.95,overcast clouds
454,Itoman,JP,26.1247,127.6694,91.4,84,20,6.91,few clouds
455,Mormugao,IN,15.4,73.8,78.06,89,75,5.75,broken clouds
456,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.06,99,76,0.43,broken clouds
457,Saint-Denis,FR,48.9167,2.3333,67.14,88,100,4.61,overcast clouds
458,Kauswagan,PH,8.1917,124.0847,82.27,77,19,3.74,few clouds
459,Svetlogorsk,BY,52.6333,29.7333,55.17,76,4,10.31,clear sky
460,Smithers,CA,54.7804,-127.1743,70.12,56,75,5.75,broken clouds
461,Yulara,AU,-25.2406,130.9889,51.21,42,14,11.92,few clouds
462,Kawalu,ID,-7.3817,108.2082,72.0,95,84,2.48,broken clouds
463,Kars,TR,40.602,43.095,57.65,88,0,9.22,clear sky
464,Ngunguru,NZ,-35.6167,174.5,55.53,75,34,15.14,scattered clouds
465,Carupano,VE,10.6678,-63.2585,78.58,87,7,6.6,clear sky
466,Tieling,CN,42.2931,123.8414,70.79,90,97,3.29,moderate rain
467,Grindavik,IS,63.8424,-22.4338,51.75,87,0,11.5,clear sky
468,Burnie,AU,-41.0667,145.9167,50.94,82,92,8.57,overcast clouds
469,Rafaela,AR,-31.2503,-61.4867,62.01,54,97,6.91,overcast clouds
470,Pisco,PE,-13.7,-76.2167,60.85,82,100,10.36,overcast clouds
471,Khorixas,NA,-20.3667,14.9667,60.08,32,0,5.06,clear sky
472,Kwinana,AU,-32.25,115.7667,56.34,88,100,11.1,overcast clouds
473,Chapleau,CA,47.8405,-83.4034,69.89,78,75,5.75,broken clouds
474,Yumen,CN,40.2833,97.2,62.06,48,69,20.2,broken clouds
475,Dubbo,AU,-32.25,148.6167,55.53,62,100,16.11,overcast clouds
476,Halifax,CA,44.6453,-63.5724,77.49,50,40,8.05,scattered clouds
477,Sambava,MG,-14.2667,50.1667,69.42,83,35,13.06,light rain
478,Karatsu,JP,33.4425,129.9697,85.89,83,96,15.01,overcast clouds
479,Pacocha,PE,-17.5833,-71.3333,58.78,86,83,2.66,broken clouds
480,Brodokalmak,RU,55.5748,62.082,54.5,93,12,9.19,few clouds
481,Meulaboh,ID,4.1363,96.1285,75.25,83,99,3.42,overcast clouds
482,Tura,IN,25.5198,90.2201,74.26,97,100,4.43,light rain
483,Huarmey,PE,-10.0681,-78.1522,62.82,84,0,10.11,clear sky
484,Jalu,LY,29.0331,21.5482,75.61,38,0,13.02,clear sky
485,Qena,EG,26.1615,32.7183,87.26,22,0,9.66,clear sky
486,Kalevala,RU,65.2,31.1667,57.43,95,88,4.27,overcast clouds
487,Pacific Grove,US,36.6177,-121.9166,79.02,81,20,9.22,few clouds
488,Zhezkazgan,KZ,47.8043,67.7144,75.18,38,0,4.47,clear sky
489,Altamira,BR,-3.2033,-52.2064,77.4,73,80,2.33,broken clouds
490,Bac Lieu,VN,9.285,105.7244,79.59,84,100,6.76,moderate rain
491,Puerto Cabezas,NI,14.0351,-83.3888,84.16,89,40,4.61,scattered clouds
492,Filingue,NE,14.3521,3.3168,86.88,53,59,13.49,broken clouds
493,Champerico,GT,14.3,-91.9167,90.14,77,81,7.52,broken clouds
494,Havre-Saint-Pierre,CA,50.2334,-63.5986,73.76,56,100,14.97,overcast clouds
495,Keighley,GB,53.8679,-1.9066,63.09,90,75,5.75,broken clouds
496,Dakar,SN,14.6937,-17.4441,80.73,89,75,6.91,broken clouds
497,Teguise,ES,29.0605,-13.564,70.02,83,20,20.71,few clouds
498,Sarangani,PH,5.4033,125.4636,82.98,70,63,0.94,broken clouds
499,Cayenne,GF,4.9333,-52.3333,81.09,1,0,0.0,clear sky
500,Kumasi,GH,6.6885,-1.6244,66.88,85,46,4.63,scattered clouds
501,Teya,RU,60.3778,92.6267,56.8,86,67,4.03,broken clouds
502,Rauma,FI,61.1272,21.5113,60.84,87,67,7.87,broken clouds
503,Severo-Yeniseyskiy,RU,60.3725,93.0408,54.68,81,60,4.07,broken clouds
504,Malindi,KE,-3.2175,40.1191,72.21,86,15,13.24,light rain
505,Maridi,SS,4.9158,29.4742,64.51,95,25,1.21,scattered clouds
506,Kashin,RU,57.3592,37.6081,56.93,96,100,9.33,overcast clouds
507,Alta Floresta,BR,-9.8756,-56.0861,74.68,42,0,0.31,clear sky
508,Kiruna,SE,67.8557,20.2251,54.52,82,75,5.75,broken clouds
509,Leningradskiy,RU,69.3833,178.4167,33.3,99,100,20.78,snow
510,Misratah,LY,32.3754,15.0925,79.52,62,0,7.45,clear sky
511,Springdale,US,36.1867,-94.1288,103.82,34,0,11.99,clear sky
512,Saint Anthony,US,45.0205,-93.218,88.14,42,40,23.02,scattered clouds
513,Yar-Sale,RU,66.8333,70.8333,51.82,67,30,10.85,scattered clouds
514,Shihezi,CN,44.3,86.0333,71.82,28,11,3.27,few clouds
515,Weligama,LK,5.9667,80.4167,77.92,87,93,13.15,overcast clouds
516,Innisfail,AU,-17.5333,146.0333,71.38,79,98,6.89,overcast clouds
517,Andros,GR,37.8333,24.9333,73.96,60,0,15.01,clear sky
518,Faanui,PF,-16.4833,-151.75,77.99,65,1,9.15,clear sky
519,Avera,US,33.194,-82.5271,86.05,61,91,9.31,overcast clouds
520,Cairns,AU,-16.9167,145.7667,78.12,70,75,12.66,broken clouds
521,Natitingou,BJ,10.3042,1.3796,73.18,77,94,1.36,overcast clouds
522,Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,38,0,28.77,clear sky
523,Sinnamary,GF,5.3833,-52.95,77.34,85,19,6.38,few clouds
524,San Policarpo,PH,12.1791,125.5072,83.39,78,94,5.03,overcast clouds
525,Solnechnyy,RU,50.7214,136.6319,58.42,97,100,5.64,overcast clouds
526,Zunyi,CN,27.6867,106.9072,72.59,91,92,4.16,overcast clouds
527,Akot,IN,21.0964,77.0586,75.27,88,100,10.33,moderate rain
528,Port Hardy,CA,50.6996,-127.4199,62.78,77,20,11.5,few clouds
529,Gardone Val Trompia,IT,45.6942,10.187,79.36,40,0,5.88,clear sky
530,Moose Factory,CA,51.2585,-80.6094,68.0,77,100,16.11,haze
531,Mujiayingzi,CN,42.1167,118.7833,71.87,68,100,4.59,overcast clouds
532,Mogapinyana,BW,-22.3667,27.6,54.99,85,52,5.93,broken clouds
533,Portland,US,45.5234,-122.6762,94.84,35,20,11.5,few clouds
534,Caohe,CN,30.2297,115.4335,79.59,92,98,3.67,overcast clouds
535,Bamako,ML,12.65,-8.0,75.61,94,20,5.75,few clouds
536,Waingapu,ID,-9.6567,120.2641,76.84,68,44,9.04,scattered clouds
537,Penzance,GB,50.1186,-5.5371,59.68,81,8,8.01,clear sky
538,Santa Maria,BR,-29.6842,-53.8069,60.1,100,0,3.44,clear sky
539,Marrakesh,MA,31.6315,-8.0083,91.47,29,40,8.05,scattered clouds
540,Gotsu,JP,35.0,132.2167,74.48,83,100,4.18,overcast clouds
541,Herat,AF,34.5,62.0,77.83,18,0,16.15,clear sky
542,Sainte-Marie,RE,-20.8968,55.5496,68.16,81,75,20.71,broken clouds
543,Kostrzyn,PL,52.3985,17.2281,76.91,51,5,5.99,clear sky
544,Ginda,IN,30.6945,78.4932,65.68,99,99,0.4,overcast clouds
545,Ouadda,CF,8.0777,22.4007,66.6,97,36,1.45,scattered clouds
546,Cabedelo,BR,-6.9811,-34.8339,74.07,88,89,9.73,overcast clouds
547,Hualmay,PE,-11.0964,-77.6139,62.28,81,39,10.38,scattered clouds
548,Hay River,CA,60.8156,-115.7999,62.58,82,75,10.36,light rain
549,Zhoucheng,CN,35.9122,116.3117,75.18,82,16,3.42,few clouds
550,Srednekolymsk,RU,67.45,153.6833,48.99,64,99,5.59,overcast clouds
551,Monte Alegre,BR,-2.0078,-54.0692,76.82,83,87,4.5,overcast clouds
552,Ambulu,ID,-8.345,113.6058,74.01,83,9,3.24,clear sky
553,Sayaxche,GT,16.5167,-90.1667,78.69,82,96,4.25,overcast clouds
554,Khorinsk,RU,52.1657,109.7726,61.23,68,69,3.78,broken clouds
555,Pasaje,EC,-3.3333,-79.8167,74.91,91,53,1.68,broken clouds
556,Shakawe,BW,-18.3667,21.85,57.54,40,49,5.01,scattered clouds
557,Aragarcas,BR,-15.8975,-52.2508,73.22,34,7,1.12,clear sky
558,Glasgow,GB,55.8652,-4.2576,56.91,93,2,6.91,clear sky
559,Ponta Delgada,PT,37.7333,-25.6667,70.52,88,75,2.3,broken clouds
560,Borger,NL,52.9233,6.7931,69.87,87,82,7.27,moderate rain
561,Peleduy,RU,59.6289,112.7406,58.77,95,100,5.95,light rain
562,Telsiai,LT,55.9814,22.2472,57.06,83,35,2.66,scattered clouds
563,Tabou,CI,4.423,-7.3528,75.13,72,98,7.94,overcast clouds
564,Hambantota,LK,6.1241,81.1185,78.49,84,97,16.49,overcast clouds
565,Taltal,CL,-25.4,-70.4833,58.69,83,100,3.27,overcast clouds
566,Maku,IR,39.2911,44.4521,71.53,53,0,2.48,clear sky
567,Waddan,LY,29.1614,16.139,76.6,59,0,8.01,clear sky
568,Okha,RU,53.5739,142.9478,57.47,91,100,10.85,overcast clouds
569,Ussel,FR,45.55,2.3167,56.1,88,6,1.61,clear sky
570,Nicoya,CR,10.1483,-85.452,76.05,91,100,4.0,overcast clouds
571,Bandarbeyla,SO,9.4942,50.8122,73.76,87,44,24.81,scattered clouds
572,Lamar,US,33.6668,-95.5836,103.91,29,0,4.61,clear sky
573,Grand-Santi,GF,4.25,-54.3833,74.19,83,59,3.2,light rain
574,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,88,63,1.36,broken clouds
575,Ayan,RU,56.45,138.1667,57.6,97,100,4.34,overcast clouds
576,Esil,KZ,51.9556,66.4042,62.83,82,32,6.91,scattered clouds
577,Half Moon Bay,US,37.4636,-122.4286,88.54,74,100,26.46,overcast clouds
578,Kholm,RU,59.2667,32.85,60.35,95,9,8.05,clear sky
579,Buraydah,SA,26.326,43.975,86.45,11,9,6.26,clear sky
580,Puranpur,IN,28.5167,80.15,78.42,86,100,5.41,overcast clouds
581,Bam,IR,29.106,58.357,88.72,11,2,5.61,clear sky
582,Ormara,PK,25.2088,64.6357,82.94,84,100,17.31,overcast clouds
583,Merauke,ID,-8.4667,140.3333,79.56,80,78,12.37,broken clouds
584,Arequipa,PE,-16.3989,-71.535,62.67,23,0,4.61,clear sky
585,Acapulco,MX,16.8634,-99.8901,84.88,78,56,5.66,broken clouds
586,Gushikawa,JP,26.3544,127.8686,90.63,70,86,13.78,overcast clouds
587,Longford,IE,53.7333,-7.8,50.05,86,91,4.05,overcast clouds
588,Naberera,TZ,-4.2,36.9333,55.27,83,67,9.57,broken clouds
589,Ho Chi Minh City,VN,10.75,106.6667,78.82,94,75,2.3,broken clouds
590,Mairana,BO,-18.1167,-63.9333,52.18,98,45,3.36,scattered clouds
591,Lincoln,US,40.8,-96.667,93.0,37,0,4.61,clear sky
592,Fox Lake,US,42.3967,-88.1837,82.89,66,28,7.0,scattered clouds
593,Tautira,PF,-17.7333,-149.15,76.48,70,3,8.23,clear sky
594,Ndola,ZM,-12.9587,28.6366,61.84,56,89,7.54,overcast clouds
595,Stornoway,GB,58.2093,-6.3865,54.93,89,75,4.61,broken clouds
596,Luganville,VU,-15.5333,167.1667,82.89,76,37,11.1,scattered clouds
597,Andenes,NO,69.3143,16.1194,57.92,94,100,6.91,overcast clouds
598,Usinsk,RU,65.9939,57.5281,63.55,60,32,8.14,scattered clouds
599,Wankaner,IN,22.6167,70.9333,78.33,88,84,13.27,broken clouds
600,Kamenka,RU,51.3223,42.7678,57.51,91,85,8.48,overcast clouds
601,Borogontsy,RU,62.6683,131.1683,76.55,61,95,6.62,overcast clouds
602,Fatehpur,IN,25.9333,80.8,80.62,89,100,5.97,overcast clouds
603,Pasighat,IN,28.0667,95.3333,77.05,97,100,1.21,overcast clouds
604,Victoria Point,AU,-27.5833,153.3,64.18,83,100,5.99,moderate rain
605,Zaysan,KZ,47.4667,84.8667,69.03,32,96,3.62,overcast clouds
606,Bengkulu,ID,-3.8004,102.2655,75.7,91,41,3.89,scattered clouds
607,Itarema,BR,-2.9248,-39.9167,77.4,76,50,11.63,scattered clouds
608,Astana,KZ,51.1801,71.446,66.15,63,20,6.71,few clouds
609,Hvide Sande,DK,56.0045,8.1294,62.1,93,20,7.85,few clouds
610,Nakamura,JP,32.9833,132.9333,87.58,66,98,1.9,overcast clouds
611,Maicao,CO,11.3832,-72.2432,82.58,70,12,11.63,few clouds
612,Camana,PE,-16.6228,-72.7111,60.31,86,71,4.5,broken clouds
613,Oranjemund,NA,-28.55,16.4333,51.78,81,21,14.97,few clouds
614,Zhuanghe,CN,39.7008,122.9911,69.82,80,88,6.55,overcast clouds
615,Eureka,US,40.8021,-124.1637,71.2,75,59,4.0,broken clouds
616,Kaeo,NZ,-35.1,173.7833,57.33,91,45,16.91,scattered clouds
617,Port Hedland,AU,-20.3167,118.5667,59.05,63,2,6.91,clear sky
618,Oka,CA,45.4649,-74.0889,84.42,83,52,4.61,broken clouds
619,Khairagarh,IN,26.95,77.8167,85.12,71,98,6.17,overcast clouds
620,Acari,PE,-15.4311,-74.6158,64.36,77,55,3.71,broken clouds
621,Road Town,VG,18.4167,-64.6167,82.49,78,40,13.8,scattered clouds
622,Kyabe,TD,9.4515,18.9449,70.79,96,81,3.62,broken clouds
623,Plouzane,FR,48.3833,-4.6167,60.98,91,100,4.61,overcast clouds
624,Dicabisagan,PH,17.0818,122.4157,84.27,76,87,3.18,moderate rain
625,Hereford,GB,52.0568,-2.7148,61.5,82,86,7.92,overcast clouds
626,Buta,CD,2.7858,24.73,68.5,99,83,2.01,broken clouds
627,Hobyo,SO,5.3505,48.5268,74.82,81,40,23.98,scattered clouds
628,Nanchong,CN,30.7951,106.0847,78.12,83,46,4.03,scattered clouds
629,Eldorado,BR,-23.7869,-54.2836,70.09,64,55,6.58,broken clouds
630,Proletarskiy,RU,50.7914,35.7731,51.21,94,0,11.03,clear sky
631,Wencheng,CN,33.0559,113.7978,78.21,76,64,4.32,broken clouds
632,Ascension,US,30.2169,-90.9001,93.27,65,0,6.91,clear sky
633,Utinga,BR,-5.8172,-35.3954,77.4,94,0,8.05,clear sky
634,Popondetta,PG,-8.7537,148.2534,86.07,59,41,3.51,scattered clouds
635,Kirakira,SB,-10.4544,161.9205,84.67,69,52,7.63,broken clouds
636,Jega,NG,12.2175,4.3792,79.65,72,100,5.41,light rain
637,Trairi,BR,-3.2778,-39.2689,77.32,77,71,12.86,broken clouds
638,Cockburn Town,TC,21.4612,-71.1419,82.2,80,0,20.62,clear sky
639,Jizan,SA,17.3333,42.6667,90.54,72,100,6.55,overcast clouds
640,Santa Marta,CO,11.2408,-74.199,80.49,84,73,14.07,broken clouds
641,Shubarshi,KZ,48.5872,57.1869,70.95,40,89,9.24,overcast clouds
642,Atalaya,PA,8.05,-80.9333,75.92,92,100,3.78,overcast clouds
643,Leh,IN,34.1667,77.5833,60.75,22,100,8.93,overcast clouds
644,Salekhard,RU,66.53,66.6019,58.39,63,99,5.28,overcast clouds
645,Vanavara,RU,60.34,102.2797,60.78,71,56,5.68,broken clouds
646,Teahupoo,PF,-17.8333,-149.2667,78.76,71,4,9.22,clear sky
647,Tulsipur,NP,28.131,82.2973,74.41,91,100,2.17,overcast clouds
648,Rapar,IN,23.5667,70.6333,80.92,83,100,14.36,overcast clouds
649,Cocoa Beach,US,28.32,-80.6076,84.99,75,2,14.34,clear sky
650,Cap Malheureux,MU,-19.9842,57.6142,69.48,65,93,5.01,overcast clouds
651,Grants,US,35.1473,-107.8514,84.43,21,84,3.44,light rain
652,Pombas,CV,17.1503,-25.0201,74.98,87,28,6.98,scattered clouds
653,Bolgatanga,GH,10.7856,-0.8514,80.02,63,86,3.85,overcast clouds
654,Yarmouth,US,41.7057,-70.2286,82.65,78,0,11.5,clear sky
655,Leshan,CN,29.5623,103.7639,74.79,83,44,0.92,scattered clouds
656,Frederick,US,39.4668,-77.3997,89.62,65,0,6.91,clear sky
657,Davila,PH,18.4726,120.5763,82.38,76,45,3.4,scattered clouds
658,Kefamenanu,ID,-9.4467,124.4781,72.93,85,100,5.39,overcast clouds
659,Coahuayana,MX,18.7333,-103.6833,88.34,67,40,4.81,scattered clouds
660,Hailey,US,43.5196,-114.3153,95.88,20,7,18.01,clear sky
661,Tolmin,SI,46.183,13.7332,75.22,54,85,4.81,overcast clouds
662,Erzin,TR,36.9559,36.2,75.24,66,0,1.83,clear sky
663,Christchurch,NZ,-43.5333,172.6333,43.41,87,100,24.16,light rain
664,Muli,MV,2.9167,73.5667,81.41,74,100,16.51,light rain
665,Bonavista,CA,48.6499,-53.1147,59.14,93,95,23.33,light rain
666,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.99,94,75,8.05,broken clouds
667,Flin Flon,CA,54.7682,-101.865,60.64,77,75,2.3,broken clouds
668,Farafangana,MG,-22.8167,47.8333,66.97,86,60,8.97,light rain
669,San Ignacio,BZ,17.1561,-89.0714,82.54,78,40,0.0,scattered clouds
670,Biak,ID,-0.9131,122.8766,79.25,77,40,3.2,scattered clouds
671,Pachino,IT,36.7186,15.0907,78.96,68,0,3.89,clear sky
672,Nelson Bay,AU,-32.7167,152.15,64.99,72,88,21.0,overcast clouds
673,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,74.88,35,26,6.73,scattered clouds
674,Nantucket,US,41.2835,-70.0995,82.51,90,0,14.88,clear sky
675,Jacareacanga,BR,-6.2222,-57.7528,77.41,56,24,1.59,few clouds
676,Iowa City,US,41.6611,-91.5302,84.65,52,0,1.99,clear sky
677,Robertsport,LR,6.7533,-11.3686,76.19,81,100,15.12,light rain
678,Barguzin,RU,53.6167,109.6167,60.49,81,76,3.36,broken clouds
679,Black River,JM,18.0264,-77.8487,81.93,70,54,4.52,broken clouds
680,Praia,CV,14.9215,-23.5087,77.54,83,40,9.22,scattered clouds
681,Port Macquarie,AU,-31.4333,152.9167,57.09,88,100,6.91,overcast clouds
682,Brae,GB,60.3964,-1.353,53.29,90,99,15.68,overcast clouds
683,Katobu,ID,-4.9408,122.5276,78.57,85,17,6.38,few clouds
684,Vilcun,CL,-38.65,-72.2333,45.34,99,100,4.79,overcast clouds
685,Limenaria,GR,40.6261,24.5786,76.78,62,0,3.11,clear sky
686,Ortakoy,TR,38.7373,34.0387,57.45,84,0,7.34,clear sky
687,Eisenerz,AT,47.5333,14.8833,65.08,69,54,1.74,broken clouds
688,Banda Aceh,ID,5.5577,95.3222,79.86,71,99,13.76,overcast clouds
689,Ilhabela,BR,-23.7781,-45.3581,67.8,92,41,4.47,scattered clouds
690,Graham,US,47.0529,-122.2943,87.84,45,0,4.61,clear sky
691,Luau,AO,-10.7073,22.2247,63.72,35,28,8.59,scattered clouds
692,Blyth,GB,55.1271,-1.5086,64.08,83,40,3.44,scattered clouds
